wav_filename,wav_filesize,transcript
common_voice_tr_20172414.wav,148268,sırbistan'ın şu anki nüfusu yedi virgül üç milyon
common_voice_tr_20172415.wav,92972,etkinlik yirmi aralık'ta sona eriyor
common_voice_tr_20172434.wav,66092,çok kötüydü
common_voice_tr_20172436.wav,95276,ayrıca elli istihkamcı da yaralandı
common_voice_tr_20172416.wav,117548,fakat söz konusu anlaşma imzalanmayacak
common_voice_tr_20172437.wav,103724,fakat bu durum önümüzdeki aylarda değişebilir
common_voice_tr_20172435.wav,101420,proje yirmi milyar dolara mal olacak
common_voice_tr_20172445.wav,141356,ülkedeki hiç kimse oylamanın sonucuna şaşırmadı
common_voice_tr_20172447.wav,94508,sonrasında stoacı bir hava esti
common_voice_tr_20172438.wav,125228,projeye elli sekiz milyon avro değer biçiliyor
common_voice_tr_20172476.wav,108332,plan ile ilgili sorunlardan biri de zamanlama
common_voice_tr_20172489.wav,122924,romanya'nın arzında da bir düşüş meydana geldi
common_voice_tr_20172459.wav,89132,bu kış ziyaretine gittim
common_voice_tr_20172492.wav,79916,her iki oyuncu da takımdan atıldı
common_voice_tr_20172477.wav,80684,pack ise açık konuştu
common_voice_tr_20341149.wav,157484,değişiklikler fark edilmeden kalmadı
common_voice_tr_20341154.wav,163628,ne ki üyelik imkansız bir hayal değil
common_voice_tr_20172463.wav,118316,boskovski bağımsız aday olarak yarışıyor
common_voice_tr_20341151.wav,148268,birkaç günde öğrenmek için çok fazla şey vardı
common_voice_tr_20342107.wav,148268,bir diğer engel de kaynak yetersizliği
common_voice_tr_20341150.wav,180524,stamatis kraounakis
common_voice_tr_20342060.wav,207404,ondan sonraysa yüzde altı virgül yetmiş beşe yükseliyor
common_voice_tr_20342100.wav,176684,jezero'nun yeniden inşası iki bin üç yılında başladı
common_voice_tr_20342099.wav,129068,her iki tarafı da kastediyorum
common_voice_tr_20342120.wav,129068,halka her şeyi açıklayacağız
common_voice_tr_20342138.wav,115244,karar yerel turizmi hızlandırdı
common_voice_tr_20342130.wav,167468,vadi'deki evler taş ahşap ya da kerpiç
common_voice_tr_20342117.wav,142124,biliç takımının başında kalmayı planlıyor
common_voice_tr_20342139.wav,102188,birer birer pişirin
common_voice_tr_20342131.wav,121388,yalnızca büyükler ayakta kalacak
common_voice_tr_20342148.wav,125228,ankara ziyaretin devamını bekliyor
common_voice_tr_20342153.wav,153644,romanya takım halinde de gümüş madalya kazandı
common_voice_tr_20342164.wav,159788,maliyet yüz elli dört milyon avroyu bulabilir
common_voice_tr_20342181.wav,149804,lajiç'in eşi de iş ihtiyacını vurguluyor
common_voice_tr_20342195.wav,134444,bu bakımdan kosova ile kıyaslanamaz
common_voice_tr_20342210.wav,144428,etrafımda bir sürü yerli insan var
common_voice_tr_20342166.wav,121388,oyunla ilgili son gelişmeler nedir
common_voice_tr_20342194.wav,155948,bu arada sırplar vatanlarını gururlandırıyorlar
common_voice_tr_20342174.wav,226604,'romanya'da böyle bir şey nasıl olur' diye aylarca öfke içinde düşündüğümü hatırlıyorum
common_voice_tr_20342196.wav,122924,ancak proje bir engele takıldı
common_voice_tr_18596349.wav,140588,resmi adaylık dönemi hafta sonu sona eriyor
common_voice_tr_20342212.wav,144428,çocuklar hangi kategoriyi tercih ediyorlar
common_voice_tr_18596370.wav,107564,fakat bu sadece başlangıç
common_voice_tr_18596376.wav,129068,artymata dördüncü oldu
common_voice_tr_18596364.wav,122924,şehir merkezinde fırıncılık yapıyor
common_voice_tr_18596380.wav,148268,bir davada beş ay hapis cezası verilmiş
common_voice_tr_18596363.wav,111404,kendim için protesto ediyorum
common_voice_tr_18596400.wav,132908,drescher'in kendisi de rahim kanserini yenmişti
common_voice_tr_18596396.wav,132908,sc parlamentosunda da durum böyle
common_voice_tr_18596404.wav,107564,çalışma on iki nisan'da yayınlanacak
common_voice_tr_18596403.wav,111404,ancak bu seçeneği uygulamak o kadar kolay değil
common_voice_tr_18596405.wav,129068,analistlere göre atılabilecek bazı adımlar var
common_voice_tr_18596406.wav,84524,burada dikkati çeken ilk şey mimari
common_voice_tr_18596408.wav,109868,bir önceki yönetimde durum böyle değildi
common_voice_tr_18596425.wav,132908,bir kere çözdünüz mü bir daha donduramazsınız
common_voice_tr_18596410.wav,153644,sergide yirmi yedi sanatçının toplam yetmiş üç eseri yer alıyor
common_voice_tr_18596417.wav,129068,okul teknoloji ve ekonomi odaklı olacak
common_voice_tr_18596419.wav,140588,belopeta bazı sorunlar olduğunu kabul ediyor
common_voice_tr_17525376.wav,126764,sırbistan karadağ bu sefer altın madalyaya uzanabilecek mi
common_voice_tr_18596418.wav,119084,bence bu hiç de azımsanacak bir şey değil
common_voice_tr_17525375.wav,96044,kaybettik ve eve erken dönmek zorundayız
common_voice_tr_17525378.wav,102188,grup üyeleri kişisel nedenleri öne sürdüler
common_voice_tr_18596431.wav,103724,bunun ilk adı dayanışma vergisiydi
common_voice_tr_17525388.wav,98348,meclis kesintileri ekim ayında değerlendirecek
common_voice_tr_17525379.wav,96044,fabrika iki merkezde faaliyet gösteriyor
common_voice_tr_17525427.wav,106028,seçimler on dört nisan çarşamba günü yapılacak
common_voice_tr_17525424.wav,82988,programda yüz on film yer alıyor
common_voice_tr_17525425.wav,88364,bunun süreci hızlandırması bekleniyor
common_voice_tr_17525433.wav,96044,türkiye başkanlığı haziran ayında devraldı
common_voice_tr_17525407.wav,90668,kafede mripa'nın telefonu çalıyor
common_voice_tr_17525434.wav,148268,halkın güveni yüzde dört oranında azalarak yüzde otuz altıya düştü
common_voice_tr_17525448.wav,107564,buzların çözüldüğüne dair henüz bir işaret yok
common_voice_tr_17525431.wav,82988,peki kostunica daha ne kadar dayanabilir
common_voice_tr_17525446.wav,102188,vlasiç'in şampiyonluk derecesi iki yüz beş metre
common_voice_tr_17525449.wav,103724,azınlık temsilcileri değişiklik talep ediyor
common_voice_tr_17525444.wav,102188,parti son seçimlerde parlamentoya girememişti
common_voice_tr_17525462.wav,73004,ve de gerçekten küçük
common_voice_tr_17525430.wav,80684,sorun tek bir sporla sınırlı değil
common_voice_tr_17525460.wav,144428,turkiye parlamenter sisteme bin dokuz yüz yirmi yılında geçti
common_voice_tr_17525482.wav,121388,ülkelerin ortalama başarı oranlarıysa yüzde otuz beş
common_voice_tr_17525463.wav,98348,yedi gazete on altı adet reklam yayınlayacak
common_voice_tr_17525461.wav,192044,yetkililer yenilenebilir enerjinin faydalarını inceliyorlar fakat bürokrasi engel çıkarır mı
common_voice_tr_17525480.wav,96044,kosova ile ilişkiler tamamen farklı bir konu
common_voice_tr_17525508.wav,144428,şimdi ihalenin iptali mali istikrarı da bozdu
common_voice_tr_17525505.wav,96044,ancak diğer taklitler ülkede üretiliyor
common_voice_tr_17525484.wav,99884,sırplar pekin'de neden daha iyisini yapamadılar
common_voice_tr_18235089.wav,130604,koridor sekiz ve koridor on
common_voice_tr_18235056.wav,125228,fakat artık bu durum değişti
common_voice_tr_18235054.wav,148268,ödül beş bin avro olarak açıklandı
common_voice_tr_18235090.wav,98348,failler kimlerdi
common_voice_tr_18235067.wav,115244,aslında böyle bir şey yok
common_voice_tr_18235092.wav,121388,reform süreci bir kenara bırakıldı
common_voice_tr_18238883.wav,152108,bunu derhal bir dizi tutuklama izledi
common_voice_tr_18239086.wav,132908,genel süreci nasıl değerlendiriyorsunuz
common_voice_tr_18238889.wav,159788,yetkili üyeliğin mümkün olduğunu belirtti
common_voice_tr_18239093.wav,172844,dicarlo bunun bölgesel etkilerini de vurguladı
common_voice_tr_18239092.wav,132908,fakat iş arayanların hepsi ikna olmuş değil
common_voice_tr_18239088.wav,153644,kampanyası sekiz ana tema üzerinde yoğunlaştı
common_voice_tr_18842007.wav,98348,bh yüz birinci oldu
common_voice_tr_18290729.wav,138284,böyle bir şeyi dünyanın başka neresinde görebilirsiniz
common_voice_tr_18235076.wav,159788,şimdilik tek somut kararı dört küçük örgüt aldı
common_voice_tr_18842012.wav,138284,vlasiç sporcu bir ailenin en büyük çocuğu
common_voice_tr_18842023.wav,106028,etkinlik yirmi iki ekim'de sona erecek
common_voice_tr_18842008.wav,142124,anayasaya göre arnavutluk'un resmi bir dini yok
common_voice_tr_18842006.wav,130604,üçlü bir ekim seçimlerinden galip çıkmıştı
common_voice_tr_18842021.wav,107564,arnavutluk'ta çeşitli gelişmeler yaşanıyor
common_voice_tr_18842027.wav,130604,bojaxhi'ye göre çeşitli yöntemler izlenmeli
common_voice_tr_18842025.wav,99884,diğer iki çocuğu ise sırbistan'da
common_voice_tr_21770800.wav,139052,yasaya karşı oy verilmedi
common_voice_tr_18842030.wav,94508,ardından her şey ters gitti
common_voice_tr_18842020.wav,109868,bu konudaki yorumlarınız neler olacaktır
common_voice_tr_18842033.wav,136748,teklif verme süresi altı kasım'da sona ediyor
common_voice_tr_21770827.wav,139820,ancak faillerin kimlikleri belirlenemedi
common_voice_tr_18842032.wav,130604,enflasyon yüzde on dört virgül bire indi
common_voice_tr_21770831.wav,131372,su parkı da iki bin altı yılında açıldı
common_voice_tr_21770828.wav,182060,bu da enstitüye iki yüz elli bir milyon avroya mal oldu
common_voice_tr_21770829.wav,108332,yaralanmalara sık rastlanıyor
common_voice_tr_21770830.wav,133676,yunan yetkililer anlaşmayı benimsediler
common_voice_tr_21770891.wav,151340,nokia fabrikanın inşaatına bu baharda başlayacak
common_voice_tr_21770956.wav,146732,ancak bu insanlar inançları yüzünden öldürüldü
common_voice_tr_21770888.wav,143660,bu miktar daha sonra iki yüz milyon avroya düştü
common_voice_tr_21770954.wav,165164,anlaşmanın otuz bir ekim'de kesinleşmesi bekleniyor
common_voice_tr_21445645.wav,103724,savaş olamaz
common_voice_tr_21450110.wav,149804,avrupa genelinde elle tutulur bir endişe hakim
common_voice_tr_21445643.wav,180524,akrabalar şafakla birlikte sökün etmeye başladı
common_voice_tr_21445642.wav,138284,toplantılar iki haftada bir yapılacak
common_voice_tr_21451741.wav,153644,bu kampanya da benzer sorunlarla karşılaştı
common_voice_tr_21450186.wav,198188,yoksa tek gerçekçi ihtimal huzursuz bir şekilde birarada yaşamak mı
common_voice_tr_21445641.wav,180524,munter'in görev süresi gelecek yaz sona erecekti
common_voice_tr_21451769.wav,136748,programdan on beş belediye yararlanacak
common_voice_tr_21451789.wav,136748,bu olaylar sık sık dış basında baş haber oluyor
common_voice_tr_21450187.wav,153644,batiç ise herhangi bir dosya gördugunu reddetti
common_voice_tr_21451767.wav,119084,mahkeme kararlarını bozamayız
common_voice_tr_21451791.wav,119084,şimdilerde oylar yeniden sayılıyor
common_voice_tr_21819787.wav,122156,restoranlar insanlarla doluydu
common_voice_tr_21819785.wav,151340,fakat romanya'daki okullar bu değişikliği kaldırabilecek mi
common_voice_tr_21451738.wav,161324,büronun altı milyon avro zarara uğradığı sanılıyor
common_voice_tr_21819795.wav,109100,risk alacak cesareti göstermeliyiz
common_voice_tr_21819786.wav,125996,gruevski pek çok vaatte bulunuyor
common_voice_tr_21819816.wav,151340,uzun tatiller bulgar işletmelerine pahalıya mı mal oluyor
common_voice_tr_21819885.wav,145964,turnuvayı en az seksen ülke canlı olarak yayınlıyor
common_voice_tr_21819892.wav,112172,o yüzden sakın umudunuzu kaybetmeyin
common_voice_tr_21819817.wav,107564,bugüne kadar bir albüm kaydetti
common_voice_tr_21819908.wav,96044,sonuçsa birincilik oldu
common_voice_tr_21819912.wav,105260,bombanın büyüklüğü belirlenemedi
common_voice_tr_21819899.wav,107564,blogcular da tam bundan bahsetmek istiyor
common_voice_tr_21819911.wav,125228,babasının yokluğunda yusuf konuşmayı bırakıyor
common_voice_tr_21819918.wav,117548,burada ordu veya polis olmayacak
common_voice_tr_21828789.wav,133676,hükümet geçiş için fon ayırdı bile
common_voice_tr_21819900.wav,152108,genelde yolcular gelişmelerden heyecan duruyor
common_voice_tr_21819902.wav,107564,bizlere görevinizi açıklayabilir misiniz
common_voice_tr_21828786.wav,181292,bu olursa güvenlik durumu üzerinde nasıl bir etki yaratır
common_voice_tr_21828820.wav,106796,gazprom da bu projeye dahil mi
common_voice_tr_21828824.wav,147500,nikica üç yaşından beri tatil köyünde yaşıyordu
common_voice_tr_21828822.wav,77612,yemedik ve içmedik
common_voice_tr_20533286.wav,119084,siz buna inanıyor musunuz
common_voice_tr_21828823.wav,115244,sağır son olimpiyat şampiyonuydu
common_voice_tr_20533285.wav,163628,bu çocukları en öncelikli grup olarak görüyorum
common_voice_tr_21828825.wav,109868,birincisi birliği ikiye bölmek
common_voice_tr_20557209.wav,138284,fakat görev andının içilme şekli değişebilir
common_voice_tr_20557219.wav,157484,bu örgüt makedonya'yı istikrarsızlığa sürükleyebilir mi
common_voice_tr_20557202.wav,129068,bunun temel nedeni ise vergiler
common_voice_tr_20533284.wav,144428,yine de ordunun değişmekte olduğuna inanıyor
common_voice_tr_20557218.wav,130604,otosansüre yaygın şekilde rastlanıyor
common_voice_tr_20557338.wav,167468,kosova hükümeti de sert tepki verdi
common_voice_tr_20557208.wav,171308,koruganın prototipi bin dokuz yüz ellilerde geliştirildi
common_voice_tr_20557234.wav,153644,turnuvaya otuz beş ülkeden yaklaşık dört yüz atlet katıldı
common_voice_tr_20557330.wav,136748,hükümet eli kolu bağlı olduğunu ileri sürüyor
common_voice_tr_20557327.wav,161324,sizce bu bütçe mali açıdan ne kadar istikrarlı
common_voice_tr_20557336.wav,125228,belge iki bin altı yılını kapsıyor
common_voice_tr_20557329.wav,130604,yemekler bayramın dini önemini yansıtıyor
common_voice_tr_20557350.wav,140588,gazete pazarı büyük değişimler geçiriyor
common_voice_tr_20557326.wav,107564,bu haftalık bu kadar
common_voice_tr_20557365.wav,157484,mayıs iki bin beşte başkanlığı hırvatistan devralacak
common_voice_tr_20557346.wav,142124,uka'nın ilk kurbanı otobüsün dışında öldürüldü
common_voice_tr_20557364.wav,163628,her ikisi de bin dokuz yüz doksan altıdan beri saklanıyor
common_voice_tr_20557347.wav,178988,rodos'a gidiş dönüş biletiyse adam başı iki yüz elli avro
common_voice_tr_20557362.wav,129068,nikoliç'in açlık grevinin etkileri ne oldu
common_voice_tr_20557367.wav,171308,yetkili şubat iki bin ona kadar bu görevde kalacak
common_voice_tr_20557379.wav,126764,boksör şu anda kanada için dövüşüyor
common_voice_tr_20557380.wav,107564,kendimizi yenilmiş hissetmiyoruz
common_voice_tr_20557372.wav,144428,hırvatistan golf dünyasında geride kalmıştı
common_voice_tr_20557370.wav,178988,sizce bu durum bir sorun olarak adlandırılabilir mi
common_voice_tr_19584271.wav,215084,projeye ilişkin müzakereler bin dokuz yüz doksan sekizde başlamıştı
common_voice_tr_19584273.wav,142892,valotto görevde bir yıl hizmet verdi
common_voice_tr_19584244.wav,178220,bunun yaklaşık bin tonu imha edilecek
common_voice_tr_19584272.wav,153644,bu göz yumulamayacak kadar ciddi bir sonuç
common_voice_tr_19591238.wav,153644,ana kara zamanda seyahat izlenimi veriyor
common_voice_tr_19591254.wav,102188,bir dönüm noktası oldu
common_voice_tr_19591241.wav,188972,karadağ türkiye'nin bölgede giderek büyüyen rolünü nasıl değerlendiriyor
common_voice_tr_19591256.wav,143660,makedonya'nın adının değiştirilmesini destekler misiniz
common_voice_tr_19591258.wav,172076,güvenilirlik ve şeffaflık olmazsa olmazlardan
common_voice_tr_19591253.wav,139052,pek çok vatandaş bu hamle konusunda hevesli
common_voice_tr_19591245.wav,135212,mladiç iki bin yılından beri kanundan kaçıyor
common_voice_tr_19591251.wav,180524,bugünse sorgu sayısı belirgin derecede azaldı
common_voice_tr_19591270.wav,113708,fakat zaman ilerliyor
common_voice_tr_19591252.wav,117548,peki kaçı madalya alabilecek
common_voice_tr_19591283.wav,133676,gecikmenin kaynağı ise hala belirsiz
common_voice_tr_19591281.wav,125228,olayla ilgili soruşturma devam ediyor
common_voice_tr_19591271.wav,152876,üç bebek olay yerinde boğularak can verdi
common_voice_tr_19591282.wav,113708,kosor da bu duyguları yineledi
common_voice_tr_19591272.wav,142124,anlaşmanın ekonomik faydaları büyük olacak
common_voice_tr_21711590.wav,134444,proje tamamlandığında bu durum da değişecek
common_voice_tr_19591285.wav,185900,fona başvuru için son tarih otuz mart iki bin üç
common_voice_tr_21711572.wav,172844,sizce bölgede güvenlik koşulları açısından ilerleme kaydedildi mi
common_voice_tr_21711588.wav,146732,ancak süreçte daha fazla ilerleme kaydedilmedi
common_voice_tr_21711586.wav,129836,katılımcılar eğitim reformunu tartıştılar
common_voice_tr_21711622.wav,138284,makedonya ise dokuzuncu grupta üçüncü sırada yer alıyor
common_voice_tr_21711640.wav,89900,hukuk düzeninin doğası bu
common_voice_tr_21711623.wav,112172,sırp diva ceca hapse mi girecek
common_voice_tr_21711643.wav,111404,sizin bu konudaki görüşünüz nedir
common_voice_tr_21711621.wav,151340,projenin bedeli iki milyar avro olarak açıklandı
common_voice_tr_21711641.wav,134444,fakat bütün siyasiler bu kadar şanslı değildi
common_voice_tr_21711639.wav,92204,bahis oldukça yüksek
common_voice_tr_21711723.wav,124460,türkiye bir diktatörlük değil
common_voice_tr_21711727.wav,128300,satış çok safhalı olarak gerçekleşecek
common_voice_tr_21711739.wav,135980,priştine belgrad'ın savlarını kabul etmedi
common_voice_tr_21711791.wav,141356,ankette daha kişisel sorular da var
common_voice_tr_21711763.wav,113708,ancak zorluklar da yok değil
common_voice_tr_21711742.wav,166700,top artık uluslararası toplumun karar organında
common_voice_tr_21711767.wav,125996,bunun dışındaki her şey lüks
common_voice_tr_21711766.wav,134444,katılım oranı yaklaşık yüzde kırk yedi idi
common_voice_tr_21711877.wav,126764,mladiç şimdilik hala kaçak durumunda
common_voice_tr_21711792.wav,142892,belgrad bu son hayal kırıklığını hafife alıyor
common_voice_tr_21711790.wav,135980,si bu kararıyla iddiayı kaybetmiş göründü
common_voice_tr_21711875.wav,112940,drugclan aynı fikirde değil
common_voice_tr_21711878.wav,111404,proje üç ila dört yıl sürecek
common_voice_tr_17348991.wav,141356,türkiye libya'da çok büyük işler yapıyor
common_voice_tr_17348999.wav,138284,belgenin bir ay içinde imzalanması bekleniyor
common_voice_tr_17348996.wav,133676,aynı kural bakan yardımcıları için de geçerli
common_voice_tr_17349001.wav,100652,lise aşkını bulmayı başardı
common_voice_tr_17349014.wav,109100,yasalarla da başı belaya girdi
common_voice_tr_17349012.wav,104492,bunların mahkemeye sunulması gerekir
common_voice_tr_17349003.wav,131372,bende mücadele edeceğime bu yolu seçtim
common_voice_tr_17349007.wav,115244,yani durumda bir değişiklik olmayacak
common_voice_tr_17348998.wav,99884,cortiç buna katılıyor
common_voice_tr_17349017.wav,96812,ancak yasa tam olarak uygulanmıyor
common_voice_tr_17349044.wav,97580,ancak yunanlılar işini biliyordu
common_voice_tr_17349026.wav,106796,adını aldığı ülkeden de daha uzun yaşadı
common_voice_tr_17349031.wav,110636,benzer bir çağrı ankara'dan da geldi
common_voice_tr_17349030.wav,125228,bölge kosova ihtilafından da etkilenmişti
common_voice_tr_17349042.wav,115244,bu takviye ne kadar önemli
common_voice_tr_17349054.wav,82988,sayılar şaşırtıcı boyuttadır
common_voice_tr_17349047.wav,118316,iraklı kürt liderlerden de kınama geldi
common_voice_tr_19507033.wav,159020,romanya nokia aksesuar fabrikasına kavuştu
common_voice_tr_19507039.wav,172076,madenciler de talep düşüşü yaşıyorlar
common_voice_tr_19507045.wav,135980,kıbrıs da buna istisna olamaz
common_voice_tr_17349051.wav,79916,çok uzun bir zamandır
common_voice_tr_19507042.wav,118316,bu sorun balkanlar'a özgü de değil
common_voice_tr_19507035.wav,116012,kartlar on yıl süreyle geçerli olacak
common_voice_tr_19507060.wav,150572,aile kilisedeki noel ayinine de katılıyor
common_voice_tr_19507063.wav,199724,bu koşullar altında çalışanların özverili olmasını beklemek akıllıca bir şey mi
common_voice_tr_19507052.wav,85292,neden mi
common_voice_tr_19507065.wav,128300,performans kriterleri henüz belirlenmiş değil
common_voice_tr_19507061.wav,139820,altyapıda pek çok iyileştirme yapılması gerekir
common_voice_tr_19507048.wav,116012,uyuşturucu kaçakçılığı azalıyor
common_voice_tr_19507066.wav,177452,ancak yetkililer nuh deyip peygamber demiyorlar
common_voice_tr_19507073.wav,129068,halkın tepkisi genelde olumlu oldu
common_voice_tr_19507059.wav,135212,sizce bu görüşmeler bir sonuca bağlanacak mı
common_voice_tr_19507088.wav,163628,sırbistan'daki karadağlılar buna katılıyorlar
common_voice_tr_19507089.wav,161324,asıl geçişse aralık bin dokuz yüz doksan yedide gerçekleşti
common_voice_tr_19507113.wav,115244,ancak bu sorun da çözülüyor
common_voice_tr_19507102.wav,116012,zagreb bunu değiştirmek istiyor
common_voice_tr_19507082.wav,114476,blogculardan da bir çok yorum geldi
