wav_filename,wav_filesize,transcript
common_voice_tr_18439907.wav,138284,örneğin domuz eti fiyatları yüzde on arttı
common_voice_tr_18439923.wav,122924,güçlü bir hükümet iş başındadır
common_voice_tr_18439944.wav,142124,parlamento değişikliği geçen ay kabul etmişti
common_voice_tr_18439959.wav,125228,açılışta bir de kutsama töreni düzenlendi
common_voice_tr_18439966.wav,121388,genel süreci nasıl değerlendiriyorsunuz
common_voice_tr_18439941.wav,115244,ancak herkes aynı görüşte değil
common_voice_tr_18439971.wav,149804,sizin bu konudaki kişisel ve profesyonel görüşünüz nedir
common_voice_tr_18439976.wav,119084,hepsi de dumandan zehirlenerek öldü
common_voice_tr_18439972.wav,132908,nikica üç yaşından beri tatil köyünde yaşıyordu
common_voice_tr_18439973.wav,119084,ancak duruşmalar henüz sona ermedi
common_voice_tr_18439979.wav,88364,hayal kuruyor değiliz
common_voice_tr_18439978.wav,130604,bu yılki festival yirmi sekiz şubat'ta sona eriyor
common_voice_tr_18439981.wav,115244,fakat ömrü bunu görmesine yetmedi
common_voice_tr_18440002.wav,103724,bunları başlatıp sürdürmek zor olacak
common_voice_tr_18439985.wav,199724,hükümet bölünme olasılığını görüşüyor mu ve sizce bu iyi bir fikir mi
common_voice_tr_18439974.wav,107564,refah da zamanla sağlanabilir
common_voice_tr_18439984.wav,126764,panasonic sırbistanda üretime başlıyor
common_voice_tr_18440019.wav,125228,ülkede şimdiden koalisyonlar kuruldu
common_voice_tr_18440016.wav,132908,kosova'da da benzer bir durum söz konusu
common_voice_tr_18440033.wav,103724,reform süreci bir kenara bırakıldı
common_voice_tr_18440004.wav,149804,o yüzden de bazen keşke o olabilseydim diyorum
common_voice_tr_18440005.wav,109868,bunların çoğu tanınmış ve saygın kişiler
common_voice_tr_18440041.wav,102188,teşkilata yığınla başvuru var
common_voice_tr_18440039.wav,182828,makedon medyasında tek bir şeyi değiştirebilecek olsanız bu ne olurdu
common_voice_tr_18440037.wav,92204,sizce nerede yanlış yapıldı
common_voice_tr_18440049.wav,145964,onları savaş suçu davalarına nasıl hazırlıyorsunuz
common_voice_tr_18440026.wav,192044,yunanistan bazı ülkelerin heyetlerine yönelik ek tedbirler alıyor mu
common_voice_tr_18440047.wav,132908,ancak başbakanın beklediği şekilde değil
common_voice_tr_18464549.wav,152108,anlaşmanın bu sonbaharda imzalanması bekleniyor
common_voice_tr_18440051.wav,126764,hükümet sorunla baş etmek için adımlar atıyor
common_voice_tr_18459585.wav,65324,şimdilik
common_voice_tr_18464545.wav,149804,eski bakan suç işlemediğini iddia ediyor
common_voice_tr_18475727.wav,159788,okul yılı boyunca başka sınav olmuyordu
common_voice_tr_21659786.wav,66860,sıfır
common_voice_tr_18497982.wav,152108,festivale elli yabancı film katıldı
common_voice_tr_21659951.wav,56876,üç
common_voice_tr_18464543.wav,196652,halkın güveni yüzde dört oranında azalarak yüzde otuz altıya düştü
common_voice_tr_21731429.wav,72236,üç
common_voice_tr_18497985.wav,186668,renovasyon çalışmaları yüz elli iki bin avro tutacak
common_voice_tr_18497981.wav,159788,projenin üç ay içinde hazır olması bekleniyor
common_voice_tr_21829159.wav,184364,profesöre göre sürecin aşamalı olması gerekiyor
common_voice_tr_21829158.wav,129068,lucaman buna katılmıyor
common_voice_tr_21829157.wav,148268,resmi yarışma programında dokuz film yer alıyor
common_voice_tr_21829160.wav,155948,sanıkların tümü suçlamaları reddetti
common_voice_tr_21731455.wav,69932,sekiz
common_voice_tr_21829156.wav,178988,fakat bunların çoğu gezilerini iptal ettiler
common_voice_tr_22250323.wav,113708,anlaşmanın ekonomik faydaları büyük olacak
common_voice_tr_22250374.wav,117548,basescu lafı gevelemekten hoşlanmıyor
common_voice_tr_22250327.wav,134444,nikoliç'in açlık grevinin etkileri ne oldu
common_voice_tr_22250384.wav,132908,yaşamım zordu çok gezdim çok öğrendim
common_voice_tr_22250381.wav,106028,bunun dışındaki her şey spekülasyondur
common_voice_tr_22250321.wav,122924,podstrana turizm kurulu gelişmelerden memnun
common_voice_tr_22250406.wav,119084,tesise yaklaşık altmış milyon avro yatırım yapıldı
common_voice_tr_22250331.wav,134444,parti seçimlerden sadece yüzde on sekiz oyla çıktı
common_voice_tr_22250378.wav,132908,krizin etkileri döviz arzında da görülüyor
common_voice_tr_22250405.wav,98348,geçiş ülkelerinde yaşananlar ise karışık
common_voice_tr_22250404.wav,111404,projenin iki bin on yılında tamamlanması bekleniyor
common_voice_tr_22250407.wav,102188,bundan sonra ise viyana'ya dönecek
common_voice_tr_22409921.wav,84524,muhtemelen hayır
common_voice_tr_22250408.wav,136748,karadağ geçen yılki seksen dördüncü sıradan doksana düştü
common_voice_tr_22409953.wav,148268,katılım yaklaşık yüzde yetmiş oranında gerçekleşti
common_voice_tr_22409955.wav,139820,son kilometre taşı ise aralık iki bin dörtte
common_voice_tr_22409958.wav,143660,gözden geçirme sekiz ocak iki bin üçte başlatıldı
common_voice_tr_22409979.wav,110636,bu konu üzerinde iyi düşünmemiz gerekir
common_voice_tr_22409949.wav,142892,açılış töreni eylül ayı sonlarında gerçekleşti
common_voice_tr_22409981.wav,136748,sırbistan ilk olarak on üçüncü yüzyılda krallık oldu
common_voice_tr_22410008.wav,88364,bu ülkenin zamanı azalıyor
common_voice_tr_22409980.wav,132140,yarışmacılar aylardır şarkılarını tanıtıyorlar
common_voice_tr_22410007.wav,105260,bu bina bir dini yapıdan fazlasıdır
common_voice_tr_22410005.wav,129068,umarım hırvat siyaseti bu doğrultuda devam eder
common_voice_tr_22409977.wav,125996,maaşlar ve emekli aylıklarında kesinti yapıldı
common_voice_tr_22410022.wav,125228,rücker göreve resmi olarak bir eylül'de başlayacak
common_voice_tr_22410006.wav,79916,fakat artık çok geçti
common_voice_tr_22410020.wav,112940,üyeler beş yıl süreyle atanacaklar
common_voice_tr_22410028.wav,188204,gösterge faiz oranı yüzde altıdan yüzde beş virgül yetmiş beşe düşürüldü
common_voice_tr_22410039.wav,116012,bombalardan biri patlayarak hasara yol açtı
common_voice_tr_22410024.wav,120620,olaylar uluslararası alanda da kınandılar
common_voice_tr_22410036.wav,139052,hükümet anlaşmayı haziran ayında imzalamıştı
common_voice_tr_22410037.wav,152876,karışıklık özellikle kırsal bölgelerde belirgin
common_voice_tr_22410030.wav,120620,bana hiçbir yeni öneri getirilmedi
common_voice_tr_22410040.wav,129068,bu tanıklar sanığı fail olarak teşhis etmedi
common_voice_tr_22410038.wav,88364,bu iş kolay olmayacak
common_voice_tr_22410075.wav,134444,aleksiç'i dipçikleriyle dövmeye başladılar
common_voice_tr_22410070.wav,85292,asker de öyle
common_voice_tr_22410072.wav,88364,bu güne badnik adı verilir
common_voice_tr_22410097.wav,128300,etkinliğin ana konusu kategori teorisiydi
common_voice_tr_22410077.wav,224300,blogcu generallerin istifasından sonra bunların olmasını önleme umudu kaldı mı diye soruyor
common_voice_tr_22410098.wav,118316,kurallar kamptan kampa değişiyor gibi görünüyor
common_voice_tr_22410096.wav,126764,şeffaflık eksikliği bunu anlamayı zorlaştırıyor
common_voice_tr_22410095.wav,92204,birlikte iki çocukları olmuş
common_voice_tr_22410121.wav,99116,gerçekler olmadan barış olmaz
common_voice_tr_22410094.wav,122924,bu yılki fuarda çocuk edebiyatı vurgulanıyor
common_voice_tr_22410122.wav,117548,louka katseli ekonomi bakanı olacak
common_voice_tr_22410162.wav,129836,bu kişiler de üçer yıl hapis cezası aldılar
common_voice_tr_22410123.wav,149804,türkiye reformu desteklemek için yeterli çaba gösteriyor mu
common_voice_tr_22410119.wav,123692,toplam bir virgül dokuz milyon oy kullanıldı
common_voice_tr_22410120.wav,132908,eylemci grupları daha az ihtiyatlı davrandılar
common_voice_tr_22410165.wav,161324,makedonya'da şu andaki işsizlik oranı yüzde otuz üç virgül sekiz
common_voice_tr_22410164.wav,214316,eğer diyalog mümkünse bu nasıl ve hangi uluslararası unsurların arabuluculuğu ile olabilir
common_voice_tr_22410166.wav,117548,ancak iki taraf da konuşma yapmadı
common_voice_tr_22410163.wav,95276,sonucu çok az kişi tahmin etmişti
common_voice_tr_22416894.wav,176684,balkanlar'ın yükselen küresel kültüre bağlanma olasılığı nedir
common_voice_tr_22416878.wav,155948,kosteliç komisyona seçilen ilk hırvat oldu
common_voice_tr_22416897.wav,109868,batı balkanlar nereye doğru gidiyor
common_voice_tr_22416895.wav,121388,kosova'da da benzer bir durum söz konusu
common_voice_tr_22416925.wav,92204,bu hedefe ulaşıldı mı
common_voice_tr_22416927.wav,159788,brady tahvilleri de bu dönemden kalma bir miras
common_voice_tr_22416928.wav,125228,hepsi de dumandan zehirlenerek öldü
common_voice_tr_22416926.wav,126764,her iki toplumdan da sakin olmalarını istiyoruz
common_voice_tr_22416944.wav,125228,pürüzsüz bir kıvam elde edene kadar karıştırın
common_voice_tr_22416946.wav,145964,ahtisaari planının ayrıntıları ne söylüyor
common_voice_tr_22416956.wav,130604,festival yirmi altı kasım'a kadar devam edecek
common_voice_tr_22416943.wav,113708,dürüst olmak gerekirse bu acı veriyor
common_voice_tr_22416949.wav,98348,rus casusu
common_voice_tr_22416929.wav,90668,eşit konumda değilsiniz
common_voice_tr_22416957.wav,115244,bence bu yeni ortaya çıkmış bir şey değil
common_voice_tr_22416955.wav,96044,ardından kötü haber geldi
common_voice_tr_22416959.wav,122924,kolaylık karadağ'ın değerlerinden biri
common_voice_tr_22416948.wav,140588,bölgede yıllardır süren husumet artık sona mı eriyor
common_voice_tr_22416981.wav,103724,organize suç olasılığı da dışlanmadı
common_voice_tr_22416958.wav,134444,belgradlı sinemaseverler için seçenekler azaldı
common_voice_tr_22416982.wav,103724,çok sayıda işçi işten çıkarıldı
common_voice_tr_22416980.wav,121388,ardından da silahlı çatışmalar çıktı
common_voice_tr_22416983.wav,132908,belgenin bir ay içinde imzalanması bekleniyor
common_voice_tr_22416984.wav,79148,onlar şanslı olanlar
common_voice_tr_22417045.wav,126764,savunma makamı karara itiraz edeceğini belirtti
common_voice_tr_22417030.wav,140588,tesis balkanlar'daki en büyük su parkı olacak
common_voice_tr_22417032.wav,92204,papa on altı
common_voice_tr_22417031.wav,129068,tarih köprüyü bir balkan simgesi haline getirdi
common_voice_tr_22417033.wav,122924,söz konusu karar aylar önce yürürlüğe konmuştu
common_voice_tr_22417046.wav,125228,krivokapiç ise talebi reddetti
common_voice_tr_22419573.wav,117548,bu eski sistemin maliyeti de yüksekti
common_voice_tr_22419571.wav,149804,bu kampanya beklenilen başarıya ulaştı mı
common_voice_tr_22417049.wav,140588,dış basın bu büyüyen olguya odaklanmaya başladı
common_voice_tr_22419563.wav,153644,aile kilisedeki noel ayinine de katılıyor
common_voice_tr_22419574.wav,113708,ve evet doğru karar vermişiz
common_voice_tr_22419572.wav,136748,aksi takdirde gerileme kaçınılmaz olacak
common_voice_tr_22417047.wav,106028,ancak bu bakanın hoşuna gitmedi
common_voice_tr_22424873.wav,109868,fakat suç yalnızca siyasi farklılıkların değil
common_voice_tr_22445523.wav,138284,bu da çok daha fazla ortak çaba gerektiriyor
common_voice_tr_22445493.wav,148268,kostunica'nın seydiu ile görüşmesi beklenmiyor
common_voice_tr_22433352.wav,69164,dört
common_voice_tr_22445522.wav,117548,okul yılı boyunca başka sınav olmuyordu
common_voice_tr_22445491.wav,63788,dört
common_voice_tr_22445519.wav,92204,fakat bu da uymuyor
common_voice_tr_22445521.wav,161324,yaşamak istiyorum rukavina'nın mektubunun ilk satırıydı
common_voice_tr_22445520.wav,107564,yani durumda bir değişiklik olmayacak
common_voice_tr_22445529.wav,113708,erkekler kaldı
common_voice_tr_22445530.wav,119084,muhalefet partileri de şikayetteler
common_voice_tr_22445531.wav,172844,taşınmaz ordu malları konusunda anlaşmaya varmaya yetecek kadar iyi mi
common_voice_tr_22462716.wav,76076,dört
common_voice_tr_22474275.wav,94508,altı
common_voice_tr_22462715.wav,78380,bir
common_voice_tr_22477342.wav,71468,sıfır
common_voice_tr_22474273.wav,84524,sıfır
common_voice_tr_22486200.wav,58412,hey
common_voice_tr_22486201.wav,76076,altı
common_voice_tr_22486203.wav,66860,firefox
common_voice_tr_22486204.wav,54572,bir
common_voice_tr_22486199.wav,62252,sekiz
common_voice_tr_22486293.wav,62252,sıfır
common_voice_tr_22486278.wav,56876,dört
common_voice_tr_22486296.wav,139820,parlamento nasıl olsa yaz tatiline girecek
common_voice_tr_22486326.wav,160556,ödül için tüm dünyadan seksen film yarıştı
common_voice_tr_22486325.wav,151340,fakat projenin savunucuları isyan ediyorlar
common_voice_tr_22486410.wav,116780,brüksel de ilave kaynak sağlıyor
common_voice_tr_22486324.wav,154412,koridor sekiz ve koridor on
common_voice_tr_22486412.wav,140588,paris'in kulesi çin'in de seddi var
common_voice_tr_22486411.wav,129836,avrupa komisyonu konuyu incelediğini söyledi
common_voice_tr_22486333.wav,126764,görünüşe göre para sorun değil
common_voice_tr_22486407.wav,134444,yeni süre on dört ekim'de sona erecek
common_voice_tr_22486456.wav,143660,askerlerin hizmetleri ekim ayında sona erecek
common_voice_tr_22486458.wav,139820,bir önceki zam ocak iki bin onda yapılmıştı
common_voice_tr_22486454.wav,109100,makedonya'daki tepkiler karışık oldu
common_voice_tr_22486457.wav,104492,kulüplerde oynayamıyoruz
common_voice_tr_22487172.wav,149804,bu yıl ilk defa pasif seçmen kaydı uygulandı
common_voice_tr_22486455.wav,169772,siyasi kriz güvenlik durumu üzerinde herhangi bir etki yarattı mı
common_voice_tr_22487176.wav,151340,ancak bundan daha iyisini yapmamız gerekiyor
common_voice_tr_22487171.wav,171308,llapashtica serginin benzersiz olduğunu söyledi
common_voice_tr_22487218.wav,122156,meclis'ten mahkemelerden söz ediyorum
common_voice_tr_22487217.wav,142124,örneğin domuz eti fiyatları yüzde on arttı
common_voice_tr_22487216.wav,126764,liste her yıl biraz daha uzuyor
common_voice_tr_22487174.wav,134444,festival altı nisan'da sona eriyor
common_voice_tr_22487255.wav,84524,maç olaysız geçti
common_voice_tr_22487220.wav,109100,hizmet mart ayında başlayacak
common_voice_tr_22487249.wav,142124,dernek sadece sekiz sandıkta sorun bildirdi
common_voice_tr_22487219.wav,106796,bir diğer sorun da kıbrıs
common_voice_tr_22498673.wav,73004,hey
common_voice_tr_22498672.wav,94508,üç
common_voice_tr_22498669.wav,176684,dört
common_voice_tr_22487253.wav,101420,podujevo tek örnek değil
common_voice_tr_22487252.wav,92204,peki hedefi ne
